,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
75353,RUS,Europe,Russia,2021-05-05,4792354.0,7857.0,8481.857,110022.0,352.0,353.57099999999997,32839.084,53.839,58.121,753.914,2.412,2.423,0.97,,,,,,,,,221435.0,130634478.0,895.159,1.517,254282.0,1.742,0.033,30.0,tests performed,20720147.0,12704207.0,8015940.0,551704.0,239482.0,14.2,8.71,5.49,1641.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75354,RUS,Europe,Russia,2021-05-06,4799872.0,7518.0,8247.143,110366.0,344.0,352.0,32890.6,51.516000000000005,56.513000000000005,756.2710000000001,2.3569999999999998,2.412,0.96,,,,,,,,,264152.0,130898630.0,896.9689999999999,1.81,245118.0,1.68,0.034,29.7,tests performed,21177713.0,12893563.0,8284150.0,457566.0,236265.0,14.51,8.84,5.68,1619.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75355,RUS,Europe,Russia,2021-05-07,4808133.0,8261.0,8196.857,110735.0,369.0,349.286,32947.208,56.608000000000004,56.168,758.8,2.529,2.3930000000000002,0.97,,,,,,,,,277929.0,131176559.0,898.873,1.9040000000000001,237220.0,1.626,0.035,28.9,tests performed,21296747.0,12940465.0,8356282.0,119034.0,208908.0,14.59,8.87,5.73,1432.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75356,RUS,Europe,Russia,2021-05-08,4816331.0,8198.0,8061.286,111097.0,362.0,346.0,33003.384,56.176,55.239,761.28,2.481,2.371,0.98,,,,,,,,,296159.0,131472718.0,900.9019999999999,2.029,231926.0,1.589,0.035,28.8,tests performed,21597074.0,13056228.0,8540846.0,300327.0,237525.0,14.8,8.95,5.85,1628.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75358,RUS,Europe,Russia,2021-05-10,4832959.0,8338.0,8016.429,111740.0,315.0,342.714,33117.325,57.135,54.931999999999995,765.686,2.1590000000000003,2.3480000000000003,1.0,,,,,,,,,193338.0,131924338.0,903.997,1.325,240801.0,1.65,0.033,30.0,tests performed,21786131.0,13165465.0,8620666.0,,239368.0,14.93,9.02,5.91,1640.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75359,RUS,Europe,Russia,2021-05-11,4840948.0,7989.0,8064.429,112063.0,323.0,341.85699999999997,33172.068999999996,54.744,55.261,767.9,2.213,2.343,1.01,,,,,,,,,210132.0,132134470.0,905.437,1.44,245918.0,1.685,0.033,30.5,tests performed,21844382.0,13205698.0,8638684.0,58251.0,239420.0,14.97,9.05,5.92,1641.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75360,RUS,Europe,Russia,2021-05-12,4849044.0,8096.0,8098.571,112410.0,347.0,341.14300000000003,33227.546,55.477,55.495,770.2769999999999,2.378,2.338,1.01,,,,,,,,,270613.0,132405083.0,907.291,1.854,252944.0,1.733,0.032,31.2,tests performed,22575945.0,13566658.0,9009287.0,731563.0,265114.0,15.47,9.3,6.17,1817.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75361,RUS,Europe,Russia,2021-05-13,4857303.0,8259.0,8204.429,112795.0,385.0,347.0,33284.14,56.593999999999994,56.22,772.915,2.638,2.378,1.02,,,,,,,,,369841.0,132774924.0,909.826,2.5340000000000003,268042.0,1.837,0.031,32.7,tests performed,22782931.0,13653498.0,9129433.0,206986.0,229317.0,15.61,9.36,6.26,1571.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75362,RUS,Europe,Russia,2021-05-14,4866641.0,9338.0,8358.286,113182.0,387.0,349.57099999999997,33348.128,63.988,57.273999999999994,775.567,2.6519999999999997,2.395,1.02,,,,,,,,,361657.0,133136581.0,912.304,2.478,280003.0,1.919,0.03,33.5,tests performed,23292045.0,13856566.0,9435479.0,509114.0,285043.0,15.96,9.5,6.47,1953.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75363,RUS,Europe,Russia,2021-05-15,4875308.0,8667.0,8425.286,113541.0,359.0,349.14300000000003,33407.517,59.39,57.733000000000004,778.0269999999999,2.46,2.392,1.02,,,,,,,,,374100.0,133510681.0,914.867,2.563,291138.0,1.995,0.028999999999999998,34.6,tests performed,23858201.0,14265642.0,9592559.0,566156.0,323018.0,16.35,9.78,6.57,2213.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75364,RUS,Europe,Russia,2021-05-16,4883734.0,8426.0,8444.714,113927.0,386.0,357.42900000000003,33465.256,57.738,57.86600000000001,780.672,2.645,2.449,1.02,,,,,,,,,308461.0,133819142.0,916.9810000000001,2.114,298306.0,2.044,0.027999999999999997,35.3,tests performed,23970334.0,14313416.0,9656918.0,112133.0,325533.0,16.43,9.81,6.62,2231.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75365,RUS,Europe,Russia,2021-05-17,4892938.0,9204.0,8568.429,114263.0,336.0,360.42900000000003,33528.325,63.068999999999996,58.714,782.975,2.302,2.47,1.02,,,,,,,,,213134.0,134032276.0,918.442,1.46,301134.0,2.063,0.027999999999999997,35.1,tests performed,24087535.0,14361832.0,9725703.0,117201.0,328772.0,16.51,9.84,6.66,2253.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75366,RUS,Europe,Russia,2021-05-18,4900995.0,8057.0,8578.143,114619.0,356.0,365.14300000000003,33583.535,55.21,58.781000000000006,785.414,2.439,2.502,1.02,,,,,,,,,276580.0,134308856.0,920.337,1.895,310627.0,2.129,0.027999999999999997,36.2,tests performed,24519227.0,14592957.0,9926270.0,431692.0,382121.0,16.8,10.0,6.8,2618.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75367,RUS,Europe,Russia,2021-05-19,4908794.0,7799.0,8535.714,115003.0,384.0,370.42900000000003,33636.976,53.442,58.49,788.046,2.6310000000000002,2.5380000000000003,1.01,,,,,,,,,337162.0,134646018.0,922.6469999999999,2.31,320134.0,2.194,0.027000000000000003,37.5,tests performed,24862902.0,14718070.0,10144832.0,343675.0,326708.0,17.04,10.09,6.95,2239.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75368,RUS,Europe,Russia,2021-05-20,4917906.0,9112.0,8657.571,115393.0,390.0,371.14300000000003,33699.415,62.43899999999999,59.325,790.7180000000001,2.6719999999999997,2.543,1.01,,,,,,,,,358989.0,135005007.0,925.107,2.46,318583.0,2.1830000000000003,0.027000000000000003,36.8,tests performed,25166959.0,14888987.0,10277972.0,304057.0,340575.0,17.25,10.2,7.04,2334.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75369,RUS,Europe,Russia,2021-05-21,4926717.0,8811.0,8582.286,115764.0,371.0,368.85699999999997,33759.792,60.376000000000005,58.809,793.26,2.542,2.528,1.01,,,,,,,,,334880.0,135339887.0,927.4019999999999,2.295,314758.0,2.157,0.027000000000000003,36.7,tests performed,25468057.0,15031015.0,10437042.0,301098.0,310859.0,17.45,10.3,7.15,2130.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75370,RUS,Europe,Russia,2021-05-22,4935302.0,8585.0,8570.571,116144.0,380.0,371.85699999999997,33818.62,58.828,58.729,795.8639999999999,2.6039999999999996,2.548,1.01,,,,,,,,,360270.0,135700157.0,929.8710000000001,2.469,312782.0,2.1430000000000002,0.027000000000000003,36.5,tests performed,26419720.0,15325919.0,11093801.0,951663.0,365931.0,18.1,10.5,7.6,2508.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75371,RUS,Europe,Russia,2021-05-23,4944129.0,8827.0,8627.857,116497.0,353.0,367.14300000000003,33879.106,60.486000000000004,59.121,798.283,2.419,2.516,1.01,,,,,,,,,289171.0,135989328.0,931.852,1.982,310027.0,2.124,0.027999999999999997,35.9,tests performed,26472510.0,15360666.0,11111844.0,52790.0,357454.0,18.14,10.53,7.61,2449.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75372,RUS,Europe,Russia,2021-05-24,4952412.0,8283.0,8496.286,116812.0,315.0,364.14300000000003,33935.864,56.758,58.22,800.442,2.1590000000000003,2.495,1.01,,,,,,,,,206525.0,136195853.0,933.2669999999999,1.415,309082.0,2.1180000000000003,0.027000000000000003,36.4,tests performed,26802324.0,15610238.0,11192086.0,329814.0,387827.0,18.37,10.7,7.67,2658.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75373,RUS,Europe,Russia,2021-05-25,4960174.0,7762.0,8454.143,117197.0,385.0,368.286,33989.052,53.188,57.931000000000004,803.08,2.638,2.524,1.01,,,,,,,,,271906.0,136467759.0,935.13,1.8630000000000002,308415.0,2.113,0.027000000000000003,36.5,tests performed,27026797.0,15768938.0,11257859.0,224473.0,358224.0,18.52,10.81,7.71,2455.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75374,RUS,Europe,Russia,2021-05-26,4968421.0,8247.0,8518.143,117595.0,398.0,370.286,34045.564,56.512,58.37,805.807,2.727,2.537,1.02,,,,,,,,,338866.0,136806625.0,937.453,2.322,308658.0,2.115,0.027999999999999997,36.2,tests performed,27611859.0,16159658.0,11452201.0,585062.0,392708.0,18.92,11.07,7.85,2691.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75375,RUS,Europe,Russia,2021-05-27,4977332.0,8911.0,8489.429,117990.0,395.0,371.0,34106.626000000004,61.062,58.173,808.5139999999999,2.707,2.542,1.02,,,,,,,,,374036.0,137180661.0,940.0160000000001,2.563,310808.0,2.13,0.027000000000000003,36.6,tests performed,27739956.0,16225813.0,11514143.0,128097.0,367571.0,19.01,11.12,7.89,2519.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75376,RUS,Europe,Russia,2021-05-28,4986458.0,9126.0,8534.429,118386.0,396.0,374.57099999999997,34169.161,62.535,58.481,811.227,2.714,2.5669999999999997,1.03,,,,,,,,,369782.0,137550443.0,942.549,2.5340000000000003,315794.0,2.164,0.027000000000000003,37.0,tests performed,28112894.0,16331436.0,11781458.0,372938.0,377834.0,19.26,11.19,8.07,2589.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75377,RUS,Europe,Russia,2021-05-29,4995613.0,9155.0,8615.857,118781.0,395.0,376.714,34231.894,62.733999999999995,59.038999999999994,813.934,2.707,2.5810000000000004,1.03,,,,,,,,,382757.0,137933200.0,945.172,2.623,319006.0,2.186,0.027000000000000003,37.0,tests performed,28365082.0,16470154.0,11894928.0,252188.0,277909.0,19.44,11.29,8.15,1904.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75378,RUS,Europe,Russia,2021-05-30,5005171.0,9558.0,8720.286,119130.0,349.0,376.14300000000003,34297.388999999996,65.495,59.755,816.325,2.391,2.577,1.04,,,,,,,,,343516.0,138276716.0,947.5260000000001,2.354,326770.0,2.239,0.027000000000000003,37.5,tests performed,28449552.0,16528341.0,11921211.0,84470.0,282435.0,19.49,11.33,8.17,1935.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75379,RUS,Europe,Russia,2021-05-31,5013512.0,8341.0,8728.571,119464.0,334.0,378.85699999999997,34354.545,57.156000000000006,59.812,818.6139999999999,2.289,2.596,1.04,,,,,,,,,271007.0,138547723.0,949.383,1.857,335981.0,2.302,0.026000000000000002,38.5,tests performed,28501637.0,16576370.0,11925267.0,52085.0,242759.0,19.53,11.36,8.17,1663.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75380,RUS,Europe,Russia,2021-06-01,5022881.0,9369.0,8958.143,119830.0,366.0,376.14300000000003,34418.745,64.2,61.385,821.122,2.508,2.577,1.04,,,,,,,,,305567.0,138853290.0,951.477,2.094,340790.0,2.335,0.026000000000000002,38.0,tests performed,29325191.0,16708973.0,12616218.0,823554.0,328342.0,20.09,11.45,8.65,2250.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75381,RUS,Europe,Russia,2021-06-02,5031583.0,8702.0,9023.143,120217.0,387.0,374.57099999999997,34478.375,59.63,61.83,823.7739999999999,2.6519999999999997,2.5669999999999997,1.04,,,,,,,,,351336.0,139204626.0,953.885,2.407,342572.0,2.347,0.026000000000000002,38.0,tests performed,29792970.0,16995885.0,12797085.0,467779.0,311587.0,20.42,11.65,8.77,2135.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75382,RUS,Europe,Russia,2021-06-03,5040390.0,8807.0,9008.286,120604.0,387.0,373.42900000000003,34538.724,60.349,61.728,826.426,2.6519999999999997,2.559,1.03,,,,,,,,,392952.0,139597578.0,956.577,2.693,345274.0,2.366,0.026000000000000002,38.3,tests performed,30001530.0,17136365.0,12865165.0,208560.0,323082.0,20.56,11.74,8.82,2214.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75383,RUS,Europe,Russia,2021-06-04,5049210.0,8820.0,8964.571,120974.0,370.0,369.714,34599.162000000004,60.438,61.428999999999995,828.961,2.535,2.533,1.04,,,,,,,,,381348.0,139978926.0,959.19,2.613,346926.0,2.377,0.026000000000000002,38.7,tests performed,30501660.0,17426711.0,13074949.0,500130.0,341252.0,20.9,11.94,8.96,2338.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75384,RUS,Europe,Russia,2021-06-05,5058221.0,9011.0,8944.0,121365.0,391.0,369.14300000000003,34660.909,61.747,61.288000000000004,831.64,2.679,2.53,1.05,,,,,,,,,483099.0,140462025.0,962.5010000000001,3.31,361261.0,2.476,0.025,40.4,tests performed,30606544.0,17490525.0,13116019.0,104884.0,320209.0,20.97,11.99,8.99,2194.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75385,RUS,Europe,Russia,2021-06-06,5067246.0,9025.0,8867.857,121711.0,346.0,368.714,34722.752,61.843,60.766000000000005,834.0110000000001,2.371,2.5269999999999997,1.07,,,,,,,,,188415.0,140650440.0,963.7919999999999,1.291,339103.0,2.324,0.026000000000000002,38.2,tests performed,30708050.0,17556908.0,13151142.0,101506.0,322643.0,21.04,12.03,9.01,2211.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75386,RUS,Europe,Russia,2021-06-07,5076543.0,9297.0,9004.429,122037.0,326.0,367.57099999999997,34786.458,63.707,61.702,836.245,2.234,2.519,1.1,,,,,,,,,224825.0,140875265.0,965.332,1.541,332506.0,2.278,0.027000000000000003,36.9,tests performed,31050172.0,17673241.0,13376931.0,342122.0,364076.0,21.28,12.11,9.17,2495.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75387,RUS,Europe,Russia,2021-06-08,5086386.0,9843.0,9072.143,122409.0,372.0,368.42900000000003,34853.906,67.44800000000001,62.166000000000004,838.794,2.549,2.525,1.13,,,,,,,,,305139.0,141180404.0,967.423,2.0909999999999997,332445.0,2.278,0.027000000000000003,36.6,tests performed,31295788.0,17782159.0,13513629.0,245616.0,281514.0,21.45,12.19,9.26,1929.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75388,RUS,Europe,Russia,2021-06-09,5096657.0,10271.0,9296.286,122802.0,393.0,369.286,34924.287000000004,70.381,63.702,841.487,2.693,2.53,1.17,,,,,,,,,368732.0,141549136.0,969.95,2.5269999999999997,334930.0,2.295,0.027999999999999997,36.0,tests performed,31605719.0,17954601.0,13651118.0,309931.0,258964.0,21.66,12.3,9.35,1775.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75389,RUS,Europe,Russia,2021-06-10,5108217.0,11560.0,9689.571,123178.0,376.0,367.714,35003.501000000004,79.214,66.39699999999999,844.064,2.576,2.52,1.2,,,,,,,,,400122.0,141949258.0,972.692,2.742,335954.0,2.302,0.028999999999999998,34.7,tests performed,31953145.0,18119483.0,13833662.0,347426.0,278802.0,21.9,12.42,9.48,1910.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75390,RUS,Europe,Russia,2021-06-11,5120578.0,12361.0,10195.429,123568.0,390.0,370.57099999999997,35088.203,84.70200000000001,69.863,846.7360000000001,2.6719999999999997,2.539,1.22,,,,,,,,,407065.0,142356323.0,975.4810000000001,2.7889999999999997,339628.0,2.327,0.03,33.3,tests performed,32267143.0,18274820.0,13992323.0,313998.0,252212.0,22.11,12.52,9.59,1728.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75391,RUS,Europe,Russia,2021-06-12,5133938.0,13360.0,10816.714,123961.0,393.0,370.85699999999997,35179.751000000004,91.54799999999999,74.12,849.429,2.693,2.541,1.24,,,,,,,,,420859.0,142777182.0,978.365,2.884,330737.0,2.266,0.033,30.6,tests performed,32734213.0,18462055.0,14272158.0,467070.0,303953.0,22.43,12.65,9.78,2083.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75392,RUS,Europe,Russia,2021-06-13,5148499.0,14561.0,11607.571000000002,124314.0,353.0,371.85699999999997,35279.529,99.77799999999999,79.54,851.8480000000001,2.419,2.548,1.25,,,,,,,,,325738.0,143102920.0,980.597,2.2319999999999998,350354.0,2.401,0.033,30.2,tests performed,32831196.0,18514644.0,14316552.0,96983.0,303307.0,22.5,12.69,9.81,2078.0,36.57,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75393,RUS,Europe,Russia,2021-06-14,5162049.0,13550.0,12215.143,124681.0,367.0,377.714,35372.379,92.85,83.70299999999999,854.363,2.515,2.588,1.25,,,,,,,,,253506.0,143356426.0,982.334,1.7369999999999999,354452.0,2.4290000000000003,0.034,29.0,tests performed,32865706.0,18533629.0,14332077.0,34510.0,259362.0,22.52,12.7,9.82,1777.0,49.07,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75394,RUS,Europe,Russia,2021-06-15,5176051.0,14002.0,12809.286,125055.0,374.0,378.0,35468.326,95.947,87.774,856.926,2.563,2.59,1.25,,,,,,,,,269402.0,143625828.0,984.18,1.8459999999999999,349346.0,2.394,0.037000000000000005,27.3,tests performed,32907158.0,18550270.0,14356888.0,41452.0,230196.0,22.55,12.71,9.84,1577.0,49.07,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75395,RUS,Europe,Russia,2021-06-16,5189260.0,13209.0,13229.0,125443.0,388.0,377.286,35558.839,90.51299999999999,90.65,859.585,2.659,2.585,1.24,,,,,,,,,351854.0,143977682.0,986.591,2.411,346935.0,2.377,0.038,26.2,tests performed,33220101.0,18712820.0,14507281.0,312943.0,230626.0,22.76,12.82,9.94,1580.0,49.07,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75396,RUS,Europe,Russia,2021-06-17,5203117.0,13857.0,13557.143,125853.0,410.0,382.14300000000003,35653.793,94.954,92.899,862.3939999999999,2.8089999999999997,2.6189999999999998,1.24,,,,,,,,,444649.0,144422331.0,989.638,3.0469999999999997,353296.0,2.421,0.038,26.1,tests performed,33923089.0,19213483.0,14709606.0,702988.0,281421.0,23.25,13.17,10.08,1928.0,49.07,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75397,RUS,Europe,Russia,2021-06-18,5220168.0,17051.0,14227.143,126300.0,447.0,390.286,35770.633,116.84,97.49,865.457,3.063,2.674,1.25,,,,,,,,,473339.0,144895670.0,992.882,3.2439999999999998,362764.0,2.4859999999999998,0.039,25.5,tests performed,34337450.0,19436102.0,14901348.0,414361.0,295758.0,23.53,13.32,10.21,2027.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75398,RUS,Europe,Russia,2021-06-19,5237847.0,17679.0,14844.143,126761.0,461.0,400.0,35891.776,121.14299999999999,101.71799999999999,868.6160000000001,3.159,2.741,1.25,,,,,,,,,471432.0,145367102.0,996.112,3.23,369989.0,2.535,0.04,24.9,tests performed,34768902.0,19558487.0,15210415.0,431452.0,290670.0,23.83,13.4,10.42,1992.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75399,RUS,Europe,Russia,2021-06-20,5255214.0,17367.0,15245.0,127206.0,445.0,413.14300000000003,36010.782,119.005,104.465,871.665,3.049,2.8310000000000004,1.25,,,,,,,,,383944.0,145751046.0,998.743,2.6310000000000002,378304.0,2.592,0.04,24.8,tests performed,34901304.0,19657314.0,15243990.0,132402.0,295730.0,23.92,13.47,10.45,2026.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75400,RUS,Europe,Russia,2021-06-21,5272328.0,17114.0,15754.143,127641.0,435.0,422.85699999999997,36128.054,117.272,107.954,874.6460000000001,2.9810000000000003,2.898,1.24,,,,,,,,,274606.0,146025652.0,1000.625,1.882,381318.0,2.613,0.040999999999999995,24.2,tests performed,35237844.0,19861002.0,15376842.0,336540.0,338877.0,24.15,13.61,10.54,2322.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75401,RUS,Europe,Russia,2021-06-22,5288766.0,16438.0,16102.143,128180.0,539.0,446.42900000000003,36240.693,112.64,110.338,878.3389999999999,3.693,3.0589999999999997,1.23,,,,,,,,,436886.0,146462538.0,1003.6189999999999,2.9939999999999998,405244.0,2.7769999999999997,0.04,25.2,tests performed,35983165.0,20345332.0,15637833.0,745321.0,439430.0,24.66,13.94,10.72,3011.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75402,RUS,Europe,Russia,2021-06-23,5306069.0,17303.0,16687.0,128719.0,539.0,468.0,36359.26,118.56700000000001,114.346,882.033,3.693,3.207,1.23,,,,,,,,,476324.0,146938862.0,1006.883,3.264,423026.0,2.8989999999999996,0.039,25.4,tests performed,36044137.0,20390788.0,15653349.0,60972.0,403434.0,24.7,13.97,10.73,2764.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
