,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
75403,RUS,Europe,Russia,2021-06-24,5325940.0,19871.0,17546.143,129278.0,559.0,489.286,36495.424,136.164,120.23299999999999,885.863,3.83,3.353,1.23,,,,,,,,,505299.0,147444161.0,1010.345,3.463,431690.0,2.958,0.040999999999999995,24.6,tests performed,36970273.0,20682043.0,16288230.0,926136.0,435312.0,25.33,14.17,11.16,2983.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75404,RUS,Europe,Russia,2021-06-25,5346005.0,20065.0,17976.714,129869.0,591.0,509.85699999999997,36632.917,137.493,123.18299999999999,889.913,4.05,3.4939999999999998,1.22,,,,,,,,,510187.0,147954348.0,1013.841,3.4960000000000004,436954.0,2.9939999999999998,0.040999999999999995,24.3,tests performed,37603085.0,21096764.0,16506321.0,632812.0,466519.0,25.77,14.46,11.31,3197.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75405,RUS,Europe,Russia,2021-06-26,5367317.0,21312.0,18495.714,130479.0,610.0,531.143,36778.955,146.03799999999998,126.74,894.0930000000001,4.18,3.64,1.21,,,,,,,,,501926.0,148456274.0,1017.28,3.4389999999999996,441310.0,3.0239999999999996,0.042,23.9,tests performed,38098213.0,21461833.0,16636380.0,495128.0,475616.0,26.11,14.71,11.4,3259.0,49.54,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75406,RUS,Europe,Russia,2021-06-27,5387486.0,20169.0,18896.0,131070.0,591.0,552.0,36917.161,138.20600000000002,129.483,898.143,4.05,3.783,1.21,,,,,,,,,527202.0,148983476.0,1020.893,3.613,461776.0,3.1639999999999997,0.040999999999999995,24.4,tests performed,38440164.0,21614318.0,16825846.0,341951.0,505551.0,26.34,14.81,11.53,3464.0,58.8,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75407,RUS,Europe,Russia,2021-06-28,5408744.0,21258.0,19488.0,131671.0,601.0,575.714,37062.829,145.668,133.539,902.2610000000001,4.118,3.945,1.2,,,,,,,,,248325.0,149231801.0,1022.595,1.702,458021.0,3.139,0.043,23.5,tests performed,38773378.0,21790363.0,16983015.0,333214.0,505076.0,26.57,14.93,11.64,3461.0,55.09,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75408,RUS,Europe,Russia,2021-06-29,5428961.0,20217.0,20027.857,132314.0,643.0,590.571,37201.364,138.535,137.239,906.6669999999999,4.406000000000001,4.047,1.2,,,,,,,,,409908.0,149641709.0,1025.404,2.8089999999999997,454167.0,3.112,0.044000000000000004,22.7,tests performed,39328425.0,22194585.0,17133840.0,555047.0,477894.0,26.95,15.21,11.74,3275.0,46.76,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75409,RUS,Europe,Russia,2021-06-30,5449594.0,20633.0,20503.571,132973.0,659.0,607.714,37342.75,141.385,140.498,911.183,4.516,4.164,1.19,,,,,,,,,479618.0,150121327.0,1028.69,3.287,454638.0,3.115,0.045,22.2,tests performed,40027944.0,22691596.0,17336348.0,699519.0,569115.0,27.43,15.55,11.88,3900.0,46.76,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75410,RUS,Europe,Russia,2021-07-01,5472722.0,23128.0,20968.857,133633.0,660.0,622.143,37501.232,158.482,143.687,915.706,4.523,4.263,1.18,,,,,,,,,605300.0,150726627.0,1032.838,4.148,468924.0,3.213,0.045,22.4,tests performed,40875355.0,23352344.0,17523011.0,847411.0,557869.0,28.01,16.0,12.01,3823.0,46.76,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75411,RUS,Europe,Russia,2021-07-02,5495513.0,22791.0,21358.286,134302.0,669.0,633.286,37657.405,156.173,146.355,920.29,4.584,4.34,1.18,,,,,,,,,567122.0,151293749.0,1036.724,3.886,477057.0,3.2689999999999997,0.045,22.3,tests performed,41821794.0,24221641.0,17600153.0,946439.0,602673.0,28.66,16.6,12.06,4130.0,46.76,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75412,RUS,Europe,Russia,2021-07-03,5519516.0,24003.0,21742.714,134987.0,685.0,644.0,37821.883,164.47799999999998,148.99,924.9839999999999,4.694,4.413,1.18,,,,,,,,,584184.0,151877933.0,1040.7269999999999,4.003,488808.0,3.35,0.044000000000000004,22.5,tests performed,42450067.0,24647625.0,17802442.0,628273.0,621693.0,29.09,16.89,12.2,4260.0,46.76,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75413,RUS,Europe,Russia,2021-07-04,5544209.0,24693.0,22389.0,135637.0,650.0,652.429,37991.089,169.206,153.418,929.438,4.454,4.471,1.18,,,,,,,,,488392.0,152366325.0,1044.0739999999998,3.347,483264.0,3.312,0.046,21.6,tests performed,42830589.0,24969023.0,17861566.0,380522.0,627204.0,29.35,17.11,12.24,4298.0,46.76,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75414,RUS,Europe,Russia,2021-07-05,5568104.0,23895.0,22765.714,136279.0,642.0,658.2860000000001,38154.826,163.738,156.0,933.837,4.399,4.511,,,,,,,,,,385879.0,152752204.0,1046.718,2.6439999999999997,502915.0,3.446,0.045,22.1,tests performed,43033292.0,25134026.0,17899266.0,202703.0,608559.0,29.49,17.22,12.27,4170.0,46.76,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75415,RUS,Europe,Russia,2021-07-06,5591030.0,22926.0,23152.714,137005.0,726.0,670.143,38311.924,157.09799999999998,158.651,938.812,4.975,4.592,,,,,,,,,,473384.0,153225588.0,1049.962,3.2439999999999998,511983.0,3.508,0.045,22.1,tests performed,44317901.0,26086927.0,18230974.0,1284609.0,712782.0,30.37,17.88,12.49,4884.0,,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
75416,RUS,Europe,Russia,2021-07-07,5614540.0,23510.0,23563.714,137718.0,713.0,677.857,38473.024,161.1,161.468,943.698,4.886,4.645,,,,,,,,,,,,,,,,,,,45061139.0,26676560.0,18384579.0,743238.0,719028.0,30.88,18.28,12.6,4927.0,,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
